date,latitude,longitude,crime_type
2025-07-24 12:00:00,37.774609342511155,-122.41901433822983,assault
2025-07-15 03:00:00,37.77067146604758,-122.42052134481557,assault
2025-07-04 19:00:00,37.77349955516263,-122.42190585711677,burglary
2025-07-16 06:00:00,37.773618025952295,-122.41918925426535,robbery
2025-07-19 22:00:00,37.77628509075438,-122.4195649434299,theft
2025-07-18 19:00:00,37.78194114245012,-122.42079746623675,theft
2025-07-22 04:00:00,37.77646725583985,-122.42250144341054,vandalism
2025-07-02 10:00:00,37.77552053155599,-122.419362568852,vandalism
2025-07-09 13:00:00,37.78226732859869,-122.4207899670945,burglary
2025-07-04 08:00:00,37.77783668061974,-122.4225039728613,theft
2025-07-24 09:00:00,37.77566274761241,-122.41926941056772,burglary
2025-07-17 03:00:00,37.77346176442355,-122.41457508358383,robbery
2025-07-01 01:00:00,37.77584860022861,-122.42050048299772,assault
2025-07-17 05:00:00,37.77470082878772,-122.41490667037627,theft
2025-07-24 13:00:00,37.77517430238268,-122.4130570048558,fraud
2025-07-05 09:00:00,37.77884320727431,-122.42226025670713,robbery
2025-07-20 20:00:00,37.77327903345059,-122.4193728673754,theft
2025-07-30 06:00:00,37.77644062212449,-122.41308880424654,fraud
2025-07-17 17:00:00,37.777746819969515,-122.41976323988422,vandalism
2025-07-24 03:00:00,37.77291366244953,-122.4192895635627,burglary
2025-07-07 17:00:00,37.77243213575353,-122.42441001642312,vandalism
2025-07-09 09:00:00,37.77444897423226,-122.42099498570096,assault
2025-07-12 05:00:00,37.77351511122923,-122.417733233946,vandalism
2025-07-12 06:00:00,37.77835699782623,-122.41211215207115,theft
2025-07-19 23:00:00,37.771894695164306,-122.41998802050041,fraud
2025-07-20 05:00:00,37.77510541410559,-122.42438787896675,vandalism
2025-07-11 11:00:00,37.78253814500022,-122.42361574757231,theft
2025-07-30 05:00:00,37.77613916960136,-122.41950736905781,assault
2025-07-13 07:00:00,37.776637870432914,-122.41586837960584,fraud
2025-07-30 23:00:00,37.77838204748709,-122.41748793895137,vandalism
2025-07-15 01:00:00,37.77351115280373,-122.41801923240946,burglary
2025-07-03 04:00:00,37.77165574111377,-122.41547256683924,burglary
2025-07-10 00:00:00,37.77542953382849,-122.42156068726256,fraud
2025-07-08 19:00:00,37.77569621148505,-122.41934271584012,burglary
2025-07-16 19:00:00,37.770045367615865,-122.4209611463606,vandalism
2025-07-21 12:00:00,37.77602521574405,-122.42021436720636,vandalism
2025-07-02 16:00:00,37.77810955149611,-122.42241880806297,fraud
2025-07-07 12:00:00,37.77216115578093,-122.4204319282143,vandalism
2025-07-01 14:00:00,37.776206667545125,-122.41948314669874,theft
2025-07-03 16:00:00,37.777576790981115,-122.42051441449958,assault
2025-07-22 16:00:00,37.77666003462559,-122.41988318450903,burglary
2025-07-15 07:00:00,37.776943018716224,-122.41818487836969,theft
2025-07-06 08:00:00,37.77416559927458,-122.4156839126928,fraud
2025-07-27 23:00:00,37.77151748698678,-122.41546653239566,burglary
2025-07-20 15:00:00,37.77355856061285,-122.4171157346978,theft
2025-07-03 14:00:00,37.77314182869439,-122.4231799444353,vandalism
2025-07-06 18:00:00,37.77465922286138,-122.4204812299567,fraud
2025-07-21 18:00:00,37.77817981271638,-122.42022285509213,fraud
2025-07-25 16:00:00,37.77096447961551,-122.42137144949236,burglary
2025-07-17 07:00:00,37.77533275006846,-122.41837294646291,vandalism
2025-07-29 02:00:00,37.77170979506345,-122.42418298547985,burglary
2025-07-18 10:00:00,37.77267985924654,-122.41431930059142,robbery
2025-07-13 00:00:00,37.77657622225784,-122.41581433798542,theft
2025-07-16 18:00:00,37.7713301648399,-122.41796539321429,robbery
2025-07-21 09:00:00,37.77710273286911,-122.41958632798976,theft
2025-07-10 14:00:00,37.77084350666013,-122.41571348211478,assault
2025-07-02 16:00:00,37.776900941210314,-122.41733178518966,fraud
2025-07-02 03:00:00,37.770251406191264,-122.41608008664734,burglary
2025-07-06 14:00:00,37.77304656196223,-122.41957715624677,assault
2025-07-09 08:00:00,37.78058948314939,-122.4140320607424,assault
2025-07-02 08:00:00,37.780025639109304,-122.41589933637293,fraud
2025-07-02 23:00:00,37.77366242604245,-122.41787139111369,fraud
2025-07-21 22:00:00,37.77606988175809,-122.4156320812387,theft
2025-07-17 22:00:00,37.77851220405666,-122.4206574858255,robbery
2025-07-24 21:00:00,37.77694388852326,-122.42290250107804,vandalism
2025-07-05 02:00:00,37.77407960726064,-122.41843534846085,theft
2025-07-29 11:00:00,37.77265409405789,-122.41957127133743,vandalism
2025-07-23 18:00:00,37.77750430942888,-122.41999315202683,assault
2025-07-26 12:00:00,37.77829210992584,-122.41575106388194,vandalism
2025-07-20 05:00:00,37.780047105503186,-122.41889858236037,robbery
2025-07-27 18:00:00,37.769838251729645,-122.4186092927794,theft
2025-07-01 04:00:00,37.7711406256354,-122.42038115767626,fraud
2025-07-10 01:00:00,37.778385770806445,-122.41675663058216,robbery
2025-07-21 22:00:00,37.77024540835975,-122.41729437265607,robbery
2025-07-17 13:00:00,37.77861564986474,-122.41677902096932,theft
2025-07-17 08:00:00,37.774255202482045,-122.4208917918999,fraud
2025-07-09 14:00:00,37.77333725854199,-122.41548773461986,robbery
2025-07-01 14:00:00,37.77551628578882,-122.4138836947287,fraud
2025-07-24 01:00:00,37.7708638946433,-122.41687388480803,burglary
2025-07-20 04:00:00,37.7773720444918,-122.42182786486173,burglary
2025-07-29 18:00:00,37.779968910993084,-122.4218066068527,burglary
2025-07-24 22:00:00,37.77751172864745,-122.42052613086678,vandalism
2025-07-11 00:00:00,37.77416047392234,-122.42109313164205,robbery
2025-07-24 11:00:00,37.77028589287671,-122.41961327787706,theft
2025-07-04 23:00:00,37.7704012376314,-122.41750267260089,theft
2025-07-21 04:00:00,37.770911070093284,-122.41853014267775,vandalism
2025-07-17 22:00:00,37.77486316516867,-122.41879313283084,theft
2025-07-10 14:00:00,37.77524020018982,-122.4201236082494,burglary
2025-07-28 06:00:00,37.77750533053223,-122.4196215377815,robbery
2025-07-08 02:00:00,37.76951191304055,-122.4170102734774,theft
2025-07-23 12:00:00,37.77883363069118,-122.4254358740825,theft
2025-07-02 11:00:00,37.776983218956836,-122.41943417122543,assault
2025-07-22 20:00:00,37.773919491120814,-122.41853603721522,assault
2025-07-07 15:00:00,37.77133071537481,-122.41704925079435,assault
2025-07-30 02:00:00,37.77864742192508,-122.42243013781784,robbery
2025-07-11 02:00:00,37.77399971811629,-122.42258872904736,burglary
2025-07-04 13:00:00,37.77483994330197,-122.41764813501536,fraud
2025-07-25 01:00:00,37.776050835912365,-122.42511335672077,burglary
2025-07-29 09:00:00,37.772160403282655,-122.41540343266772,burglary
2025-07-24 04:00:00,37.77405345826293,-122.41872022402552,robbery
2025-07-24 21:00:00,37.77749595070606,-122.41472383636146,robbery
2025-07-27 21:00:00,37.77719228823549,-122.4226612171297,assault
2025-07-02 03:00:00,37.77721932162009,-122.42070907840615,theft
2025-07-26 19:00:00,37.77143446074658,-122.42662360498078,vandalism
2025-07-24 03:00:00,37.77419025894781,-122.42178706928898,vandalism
2025-07-15 03:00:00,37.77371081849486,-122.41995154064216,fraud
2025-07-14 18:00:00,37.77617553652683,-122.42528812274003,theft
2025-07-27 15:00:00,37.77590697396895,-122.4205838804366,fraud
2025-07-22 01:00:00,37.775366281992234,-122.42536202053057,assault
2025-07-15 11:00:00,37.782297201866264,-122.42017238055473,fraud
2025-07-20 16:00:00,37.77402758175957,-122.41595866421868,theft
2025-07-10 14:00:00,37.773676530741795,-122.41950493925034,theft
2025-07-08 21:00:00,37.77142975098899,-122.41442537788215,vandalism
2025-07-10 08:00:00,37.77028645802221,-122.41704112230981,assault
2025-07-17 00:00:00,37.771239047868356,-122.41535555645417,robbery
2025-07-16 16:00:00,37.77274395422367,-122.42169483572263,fraud
2025-07-12 18:00:00,37.778830219283314,-122.42176742488518,vandalism
2025-07-27 08:00:00,37.775017491713086,-122.41836315975084,fraud
2025-07-27 03:00:00,37.77547999200086,-122.4241331062749,fraud
2025-07-11 18:00:00,37.7746111800754,-122.4179865687507,robbery
2025-07-15 22:00:00,37.77599590297907,-122.42037175944964,assault
2025-07-30 13:00:00,37.779106216441654,-122.41541000948736,theft
2025-07-19 23:00:00,37.7689182074912,-122.41736146323775,burglary
2025-07-18 02:00:00,37.77855501194676,-122.41610988070897,fraud
2025-07-28 00:00:00,37.767354884642394,-122.42166261824418,burglary
2025-07-14 05:00:00,37.77498460813457,-122.4162553691937,assault
2025-07-29 04:00:00,37.781475722064236,-122.4150658625169,burglary
2025-07-10 08:00:00,37.776941973818595,-122.41951614147014,fraud
2025-07-10 17:00:00,37.77601917680597,-122.42161805185809,robbery
2025-07-29 11:00:00,37.78090583790041,-122.4215653616037,burglary
2025-07-28 15:00:00,37.772790811306,-122.41568296102395,assault
2025-07-16 13:00:00,37.776201902267395,-122.41134696277273,assault
2025-07-28 23:00:00,37.77663435129242,-122.42234493521052,robbery
2025-07-26 07:00:00,37.77333279359732,-122.42257556015012,burglary
2025-07-20 15:00:00,37.773597669461516,-122.41663575745797,burglary
2025-07-10 16:00:00,37.773268661700335,-122.42166174058809,theft
2025-07-29 19:00:00,37.775161944922026,-122.41634493384731,vandalism
2025-07-05 16:00:00,37.77654007481732,-122.41800396147941,assault
2025-07-21 16:00:00,37.775269690818746,-122.4194719319075,theft
2025-07-19 09:00:00,37.77702838545229,-122.41807618539643,assault
2025-07-24 11:00:00,37.76899255814208,-122.41825940489254,theft
2025-07-12 03:00:00,37.77424524650878,-122.41993881949335,vandalism
2025-07-22 05:00:00,37.77182974206895,-122.42466908309491,theft
2025-07-17 01:00:00,37.77580516753805,-122.41886404781422,assault
2025-07-17 02:00:00,37.77576075228602,-122.4146808189018,burglary
2025-07-05 16:00:00,37.77455313365513,-122.4242263059896,assault
2025-07-26 12:00:00,37.7764308370316,-122.42229735506041,fraud
2025-07-27 00:00:00,37.77789343815479,-122.4181195190757,robbery
2025-07-04 08:00:00,37.774718438433084,-122.4192842244118,robbery
2025-07-30 02:00:00,37.7717449153357,-122.41816645352124,fraud
2025-07-05 16:00:00,37.770156227287245,-122.42149795462348,robbery
2025-07-01 01:00:00,37.77500833052599,-122.41591262514022,robbery
2025-07-27 17:00:00,37.77562560010454,-122.41925929830292,vandalism
2025-07-10 03:00:00,37.77199142833144,-122.41730904343297,burglary
2025-07-24 13:00:00,37.77707730046949,-122.41843916776708,burglary
2025-07-10 08:00:00,37.77352312934253,-122.41887351509611,assault
2025-07-17 00:00:00,37.76993070140449,-122.41751949902891,fraud
2025-07-17 18:00:00,37.77866930902704,-122.41884053613809,theft
2025-07-27 13:00:00,37.77833196375761,-122.42297059708429,assault
2025-07-06 09:00:00,37.768853201690014,-122.41613792952285,assault
2025-07-03 04:00:00,37.77321219915504,-122.41694561814126,assault
2025-07-29 11:00:00,37.77309524895576,-122.42572055117407,assault
2025-07-28 23:00:00,37.77981846597825,-122.42136260085462,burglary
2025-07-30 13:00:00,37.774602121869876,-122.41627291861252,theft
2025-07-18 07:00:00,37.77041236540584,-122.42488078563943,assault
2025-07-11 06:00:00,37.77754631434672,-122.4165692993543,burglary
2025-07-19 06:00:00,37.7712076733627,-122.41982366760696,assault
2025-07-09 10:00:00,37.77411897852784,-122.41537915228899,robbery
2025-07-08 15:00:00,37.77259069336636,-122.41940344036722,assault
2025-07-06 02:00:00,37.77321863470516,-122.42156620397898,fraud
2025-07-17 16:00:00,37.777711774268695,-122.41847574301772,fraud
2025-07-13 05:00:00,37.779463990484,-122.41949115646852,assault
2025-07-12 15:00:00,37.77107689376086,-122.42183255340242,vandalism
2025-07-26 09:00:00,37.77677822927652,-122.41274496955096,robbery
2025-07-09 05:00:00,37.772701739110936,-122.42231329454475,theft
2025-07-22 06:00:00,37.77279498426993,-122.42612886612517,assault
2025-07-06 23:00:00,37.776371908664274,-122.41465490309564,theft
2025-07-26 08:00:00,37.77181629170286,-122.42115069041694,robbery
2025-07-09 08:00:00,37.77631180780233,-122.4202903197829,assault
2025-07-06 03:00:00,37.777090340069535,-122.42047371819389,vandalism
2025-07-08 18:00:00,37.7736024032149,-122.42110895430247,burglary
2025-07-14 13:00:00,37.77888123430604,-122.42169857741379,vandalism
2025-07-20 07:00:00,37.77108152616382,-122.42239045190749,vandalism
2025-07-15 12:00:00,37.778936218571836,-122.41920572071488,burglary
2025-07-28 11:00:00,37.76906803771155,-122.42060596267302,burglary
2025-07-17 18:00:00,37.78299914242126,-122.417208913429,fraud
2025-07-15 09:00:00,37.773681393284136,-122.41795191784514,burglary
2025-07-22 06:00:00,37.77141307853084,-122.42218253658058,assault
2025-07-07 02:00:00,37.77420198427444,-122.41907443617178,theft
2025-07-07 03:00:00,37.77176056617213,-122.42065351497236,fraud
2025-07-30 14:00:00,37.77606089589656,-122.42237498132789,fraud
2025-07-21 08:00:00,37.779002971994416,-122.41733170528845,theft
2025-07-27 15:00:00,37.77191963132183,-122.41976397583792,fraud
2025-07-23 22:00:00,37.776638197717524,-122.42062265006051,burglary
2025-07-15 01:00:00,37.77030179389332,-122.42196670170927,vandalism
2025-07-27 16:00:00,37.77799886419969,-122.42248381028321,robbery
2025-07-20 16:00:00,37.77614870910079,-122.41343369592825,burglary
2025-07-07 06:00:00,37.778128549963995,-122.41839764405111,vandalism
2025-07-18 06:00:00,37.77453295929208,-122.4226733871116,vandalism
2025-07-13 09:00:00,37.77359453020644,-122.41853640230502,fraud
2025-07-26 10:00:00,37.777348352308174,-122.41621395146962,assault
2025-07-11 22:00:00,37.77097585443533,-122.41889744716241,assault
2025-07-06 23:00:00,37.7696715270048,-122.41527793597359,fraud
2025-07-15 09:00:00,37.77488511404788,-122.42402843942621,fraud
2025-07-26 23:00:00,37.77373121017943,-122.42537396614213,theft
2025-07-24 19:00:00,37.776561499995346,-122.41861844773443,theft
2025-07-01 01:00:00,37.778174654272945,-122.41857051156987,robbery
2025-07-13 15:00:00,37.776499042237454,-122.42941850053477,robbery
2025-07-11 13:00:00,37.777935709935484,-122.4212707282736,robbery
2025-07-28 03:00:00,37.775863156999996,-122.42242598694314,robbery
2025-07-19 20:00:00,37.77638378724497,-122.4235758387221,vandalism
2025-07-02 12:00:00,37.774550028370506,-122.42243312529382,vandalism
2025-07-07 15:00:00,37.77629513638305,-122.4176126365952,theft
2025-07-01 08:00:00,37.77539995848569,-122.42245221506387,assault
2025-07-10 16:00:00,37.77587553038959,-122.42234936640374,fraud
2025-07-05 02:00:00,37.774399827900744,-122.42425641592656,assault
2025-07-28 10:00:00,37.77732678760142,-122.41559327107245,burglary
2025-07-09 15:00:00,37.7727686423505,-122.41809610290359,vandalism
2025-07-06 10:00:00,37.77484495293729,-122.4268770686087,robbery
2025-07-17 19:00:00,37.77883535170063,-122.42234672023767,robbery
2025-07-07 07:00:00,37.77205383453124,-122.41781444634681,burglary
2025-07-03 05:00:00,37.76841446361475,-122.41555582235304,assault
2025-07-05 23:00:00,37.7759993714989,-122.41687748372189,robbery
2025-07-29 00:00:00,37.77412913652894,-122.42046704873077,assault
2025-07-27 03:00:00,37.77793258672112,-122.42519413058237,fraud
2025-07-25 10:00:00,37.77450845476031,-122.41678925301827,burglary
2025-07-27 00:00:00,37.773086982785316,-122.42029069055395,assault
2025-07-18 11:00:00,37.77467254781255,-122.41919341395615,fraud
2025-07-18 13:00:00,37.77817920575984,-122.41993226131463,assault
2025-07-05 07:00:00,37.77662610888158,-122.42346658849873,assault
2025-07-11 13:00:00,37.76759829323036,-122.41830724936332,robbery
2025-07-10 10:00:00,37.77545730247626,-122.41872062290666,theft
2025-07-05 15:00:00,37.775607286397204,-122.42067736652874,vandalism
2025-07-22 05:00:00,37.7748452501044,-122.41798668260041,assault
2025-07-20 16:00:00,37.7730673303253,-122.42352199864227,assault
2025-07-05 02:00:00,37.77848359562352,-122.42020700832765,assault
2025-07-07 08:00:00,37.77863210184441,-122.41932161758119,theft
2025-07-15 01:00:00,37.768290518617526,-122.4246047828964,fraud
2025-07-30 09:00:00,37.77250612156678,-122.4195712898325,burglary
2025-07-07 18:00:00,37.774465808046145,-122.41719906455995,robbery
2025-07-30 23:00:00,37.777745524611156,-122.42030969277212,theft
2025-07-29 08:00:00,37.77500455862918,-122.41950234470754,fraud
2025-07-07 16:00:00,37.77284921859951,-122.4177129678823,assault
2025-07-25 03:00:00,37.777028600731924,-122.4205634003266,fraud
2025-07-17 13:00:00,37.77426599174335,-122.42029339219863,theft
2025-07-12 12:00:00,37.774547797422535,-122.42293011054359,theft
2025-07-21 23:00:00,37.77481852469979,-122.41944481033195,theft
2025-07-17 07:00:00,37.77662292532252,-122.42040454545081,burglary
2025-07-06 14:00:00,37.77397435119498,-122.41790273061484,vandalism
2025-07-09 02:00:00,37.776960839477944,-122.41770962013744,robbery
2025-07-17 16:00:00,37.77468079309478,-122.41702637288296,burglary
2025-07-27 15:00:00,37.77169895024075,-122.42092478105268,burglary
2025-07-02 08:00:00,37.774789671082914,-122.42592974325687,vandalism
2025-07-29 15:00:00,37.77185435979057,-122.4171750807606,burglary
2025-07-20 03:00:00,37.77502296036933,-122.4181066371077,theft
2025-07-20 13:00:00,37.7773884217877,-122.42130587481405,theft
2025-07-16 14:00:00,37.771679112982,-122.41773517940129,fraud
2025-07-01 21:00:00,37.77599282021742,-122.42374576940755,assault
2025-07-28 21:00:00,37.772412887624945,-122.41630927936139,burglary
2025-07-02 13:00:00,37.775505101679755,-122.42040087365538,assault
2025-07-10 13:00:00,37.777480612726066,-122.42188678283901,robbery
2025-07-16 04:00:00,37.768511460777674,-122.4212651046687,theft
2025-07-24 10:00:00,37.77155657251939,-122.42009445495799,fraud
2025-07-19 05:00:00,37.77379306166467,-122.41943603621989,robbery
2025-07-12 18:00:00,37.77584512146755,-122.4192551591588,fraud
2025-07-02 02:00:00,37.77440085001193,-122.42068882233187,vandalism
2025-07-10 09:00:00,37.77476235765406,-122.41879928127962,theft
2025-07-12 12:00:00,37.781028953576055,-122.41937516217699,robbery
2025-07-26 08:00:00,37.771262628163456,-122.42134271898672,vandalism
2025-07-12 19:00:00,37.77830645504909,-122.42179457187326,robbery
2025-07-21 00:00:00,37.77385006561854,-122.41757490337132,fraud
2025-07-19 20:00:00,37.7765484243775,-122.41782702189201,vandalism
2025-07-28 10:00:00,37.78128683966724,-122.41922859093451,vandalism
2025-07-22 11:00:00,37.77696603407106,-122.41662741360203,theft
2025-07-23 18:00:00,37.77601748712937,-122.4252839829685,assault
2025-07-08 23:00:00,37.77969736700545,-122.42109318392451,fraud
2025-07-03 00:00:00,37.778274395933785,-122.422868951337,fraud
2025-07-22 07:00:00,37.77250181777152,-122.41263118320458,vandalism
2025-07-01 16:00:00,37.77578357422736,-122.4172603405388,vandalism
2025-07-08 03:00:00,37.76974751279758,-122.41963718595098,theft
2025-07-10 03:00:00,37.77327953983488,-122.41704502826346,assault
2025-07-07 13:00:00,37.775842158902805,-122.41605117300873,fraud
2025-07-20 20:00:00,37.77309368394166,-122.41608310492542,burglary
2025-07-02 21:00:00,37.77572010023792,-122.4166348895447,burglary
2025-07-16 12:00:00,37.77485984615304,-122.42018762096984,assault
2025-07-22 13:00:00,37.776509250197186,-122.42090409625845,robbery
2025-07-05 02:00:00,37.77362740293392,-122.42228656753994,theft
2025-07-02 12:00:00,37.772079553256695,-122.4178926581998,assault
2025-07-12 15:00:00,37.779334380478524,-122.41987680720598,burglary
2025-07-15 12:00:00,37.773412909771935,-122.42065541309155,vandalism
2025-07-21 16:00:00,37.776880031779356,-122.42081198408518,burglary
2025-07-13 13:00:00,37.77920574107942,-122.4150494221081,vandalism
2025-07-08 12:00:00,37.775388009996995,-122.41654195876147,theft
2025-07-26 06:00:00,37.77233108029167,-122.41390881843161,vandalism
2025-07-05 02:00:00,37.77436417007636,-122.41781295110032,assault
2025-07-30 03:00:00,37.77795262274982,-122.41922913667923,vandalism
2025-07-05 19:00:00,37.77551874263722,-122.41947620735223,robbery
2025-07-08 22:00:00,37.77128457462339,-122.42246090464178,assault
2025-07-11 12:00:00,37.776689931500606,-122.42318425697525,theft
2025-07-07 16:00:00,37.777208594407156,-122.41787797693432,assault
2025-07-11 15:00:00,37.77383406434165,-122.42220403613145,robbery
2025-07-14 10:00:00,37.77673073312682,-122.41876562673839,theft
2025-07-06 07:00:00,37.77563505578638,-122.41605359995071,burglary
2025-07-01 17:00:00,37.774307711384076,-122.42139636179908,robbery
2025-07-24 13:00:00,37.77101939276922,-122.41336855509623,theft
2025-07-24 17:00:00,37.77813386168532,-122.42237208536282,vandalism
2025-07-14 10:00:00,37.77717763299976,-122.41642941573053,assault
2025-07-29 13:00:00,37.776651658883125,-122.4181257314566,theft
2025-07-27 01:00:00,37.77953357801103,-122.41581771425015,assault
2025-07-12 23:00:00,37.77773558118104,-122.42274859283407,vandalism
2025-07-28 14:00:00,37.77695969801846,-122.41247893724913,theft
2025-07-27 14:00:00,37.76826031795592,-122.41993632525134,burglary
2025-07-07 10:00:00,37.77849068485541,-122.4173700561821,robbery
2025-07-21 09:00:00,37.77514924154285,-122.41506653753315,theft
2025-07-17 01:00:00,37.775837475040774,-122.42121398620249,vandalism
2025-07-05 07:00:00,37.775857999569084,-122.41692282091115,theft
2025-07-17 08:00:00,37.77722149823093,-122.42171440893566,assault
2025-07-11 05:00:00,37.77826652508641,-122.41520911525862,fraud
2025-07-08 07:00:00,37.77680272342918,-122.42168054219368,theft
2025-07-02 14:00:00,37.77632585676796,-122.41928447905251,burglary
2025-07-20 20:00:00,37.77559453821789,-122.41848163789696,theft
2025-07-29 09:00:00,37.76484516844929,-122.41704710069082,robbery
2025-07-23 09:00:00,37.77403722694165,-122.41349457107472,theft
2025-07-17 23:00:00,37.77207523144795,-122.42075590696884,fraud
2025-07-22 20:00:00,37.77853221861682,-122.41598379567718,assault
2025-07-22 01:00:00,37.77675711159486,-122.4134892246541,theft
2025-07-02 11:00:00,37.773525589038364,-122.4189027999174,burglary
2025-07-29 12:00:00,37.7738268484532,-122.42105039825036,vandalism
2025-07-01 19:00:00,37.773718055910095,-122.4245901012183,theft
2025-07-14 08:00:00,37.77366452153704,-122.41375017269776,theft
2025-07-22 07:00:00,37.77056632766943,-122.42013333298976,robbery
2025-07-17 15:00:00,37.76991616152017,-122.42240407549768,burglary
2025-07-28 05:00:00,37.77498714031715,-122.42347499025263,fraud
2025-07-20 14:00:00,37.77812594241808,-122.42240964257117,vandalism
2025-07-06 22:00:00,37.773286930907716,-122.41664088412031,assault
2025-07-04 19:00:00,37.775810334252775,-122.41622639441697,theft
2025-07-15 17:00:00,37.777102782751534,-122.41744363438563,fraud
2025-07-03 02:00:00,37.77191986538325,-122.41900298651794,vandalism
2025-07-28 16:00:00,37.77484007371384,-122.4231365617685,assault
2025-07-30 01:00:00,37.772900438556185,-122.4215898228377,fraud
2025-07-24 22:00:00,37.7797183584755,-122.42271985823204,burglary
2025-07-08 21:00:00,37.77958737852059,-122.41768153698342,burglary
2025-07-06 04:00:00,37.77192297148038,-122.42258993743658,vandalism
2025-07-07 05:00:00,37.77605765314925,-122.42154273833316,assault
2025-07-14 01:00:00,37.77810279790244,-122.41995046172899,burglary
2025-07-24 17:00:00,37.77744498850113,-122.42440940045928,vandalism
2025-07-15 05:00:00,37.775144689104955,-122.41925968570747,burglary
2025-07-13 16:00:00,37.778819672385296,-122.4197214586431,burglary
2025-07-29 19:00:00,37.77218645593303,-122.41584737256211,fraud
2025-07-29 09:00:00,37.77399072116682,-122.4218595966351,fraud
2025-07-03 05:00:00,37.772267072740725,-122.42329758655494,burglary
2025-07-19 11:00:00,37.77724748048411,-122.42052217894877,robbery
2025-07-26 12:00:00,37.773152089377106,-122.42269427388031,fraud
2025-07-11 23:00:00,37.77438625247369,-122.41928253622456,assault
2025-07-03 04:00:00,37.7767530111048,-122.42497980458548,vandalism
2025-07-24 19:00:00,37.776994749741334,-122.42121603621013,vandalism
2025-07-26 19:00:00,37.772178620961235,-122.42218511500947,assault
